Id,Label,timeset,componentnumber,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
17675120,17675120,,0,9,0.235134,0.247914,196.531816
394263193,394263193,,0,8,0.267095,0.283206,3817.304806
254839786,254839786,,0,8,0.259697,0.275952,3142.458304
204317520,204317520,,0,8,0.271122,0.288266,7985.509404
21548772,21548772,,0,9,0.253678,0.267536,116.500304
67864340,67864340,,0,8,0.264204,0.278909,1264.792276
172883064,172883064,,0,8,0.287809,0.306708,29690.303681
270449528,270449528,,0,8,0.267188,0.284101,3940.490482
297801196,297801196,,0,8,0.253566,0.267645,78.3066
8088112,8088112,,0,8,0.26694,0.284708,19210.841893
14925700,14925700,,0,8,0.281964,0.298728,27378.938109
124528830,124528830,,0,8,0.250521,0.265436,292.692345
307458983,307458983,,0,8,0.264181,0.280659,1913.987197
160237722,160237722,,0,8,0.264275,0.27904,922.528153
220368467,220368467,,0,8,0.267268,0.282919,2088.541247
54228724,54228724,,0,8,0.276693,0.294789,5236.173564
206923844,206923844,,0,8,0.26704,0.282975,3030.973122
103598216,103598216,,0,8,0.266686,0.282445,2600.541289
207594668,207594668,,0,8,0.260929,0.272373,2271.112672
21146135,21146135,,0,8,0.236424,0.245713,968.088636
451250774,451250774,,0,8,0.268482,0.28457,4777.950693
314316607,314316607,,0,8,0.267355,0.283389,3292.549525
6581292,6581292,,0,8,0.272052,0.287903,4893.637417
31331740,31331740,,0,8,0.282508,0.305004,35519.975215
196327549,196327549,,0,8,0.263793,0.278433,1339.840546
225444667,225444667,,0,9,0.253001,0.26677,51.884199
274153775,274153775,,0,8,0.27043,0.286993,7477.543983
35415466,35415466,,0,8,0.262987,0.276573,583.689026
72818790,72818790,,0,9,0.254633,0.269568,405.389271
324201646,324201646,,0,8,0.247642,0.259863,0.158478
40981798,40981798,,0,8,0.309712,0.343001,407953.490977
430268163,430268163,,0,8,0.265888,0.281194,1793.231084
88097807,88097807,,0,8,0.249862,0.265405,438.564217
276308596,276308596,,0,8,0.277686,0.293862,11941.930112
358775055,358775055,,0,8,0.265186,0.281821,3487.697052
15023872,15023872,,0,8,0.274533,0.289557,5563.5839
16870853,16870853,,0,8,0.295627,0.31126,10731.813423
70492333,70492333,,0,8,0.279213,0.296774,8189.463163
430313102,430313102,,0,8,0.263107,0.277373,451.482254
299715516,299715516,,0,9,0.239088,0.251754,759.695682
35359596,35359596,,0,8,0.257072,0.268121,341.107089
276577539,276577539,,0,8,0.249768,0.263851,174.416443
248883350,248883350,,0,8,0.263748,0.278631,1213.245763
157829215,157829215,,0,8,0.2674,0.28373,3959.635237
107511013,107511013,,0,9,0.251476,0.264229,7.654684
22462180,22462180,,0,8,0.300233,0.330012,198720.568194
258140947,258140947,,0,8,0.281314,0.298236,35679.981476
200559228,200559228,,0,8,0.281875,0.297848,20026.600104
19493072,19493072,,0,8,0.266841,0.28331,3802.907628
123371682,123371682,,0,8,0.264908,0.281033,2307.825963
461410856,461410856,,0,8,0.266682,0.283521,10901.771796
31414569,31414569,,0,8,0.263867,0.277953,3089.93313
37699718,37699718,,0,8,0.257847,0.272851,1122.072372
117901353,117901353,,0,8,0.27966,0.297267,6294.238658
117674417,117674417,,0,8,0.264491,0.282974,4932.437518
231238695,231238695,,0,8,0.263683,0.27797,714.546754
56860418,56860418,,0,8,0.265137,0.281226,2980.152201
43003845,43003845,,0,8,0.300165,0.330201,235814.995058
413275344,413275344,,0,8,0.252991,0.265808,15.975568
259842341,259842341,,0,8,0.286811,0.304473,33946.611691
400689940,400689940,,0,8,0.255751,0.26998,258.454613
26929220,26929220,,0,8,0.281343,0.299815,18089.854068
35148062,35148062,,0,9,0.241182,0.2538,13.601828
166214735,166214735,,0,8,0.256409,0.271393,903.877323
57490887,57490887,,0,8,0.254078,0.268706,410.923804
148519842,148519842,,0,8,0.25882,0.271322,449.543707
15150609,15150609,,0,8,0.272238,0.28873,10238.619555
17759158,17759158,,0,8,0.272694,0.288539,6989.822337
83943787,83943787,,0,8,0.27184,0.290686,10145.87889
283306479,283306479,,0,8,0.250797,0.265299,318.973504
125120339,125120339,,0,8,0.269976,0.286397,4467.346058
220068522,220068522,,0,8,0.254199,0.267695,552.628421
155661154,155661154,,0,8,0.280175,0.298162,7562.417999
195475105,195475105,,0,0,0,0,40016.337737
134940306,134940306,,0,0,0,0,13654.928896
115221382,115221382,,0,0,0,0,278.238418
368018677,368018677,,0,0,0,0,6.052108
439788025,439788025,,0,0,0,0,1888.166093
262340283,262340283,,0,0,0,0,1006.408133
116498875,116498875,,0,0,0,0,578.591368
257236842,257236842,,0,0,0,0,1093.776541
128721580,128721580,,0,0,0,0,1.199424
463952369,463952369,,0,0,0,0,14533.700418
254610699,254610699,,0,0,0,0,133.805275
247741328,247741328,,0,0,0,0,182.645986
226629405,226629405,,0,0,0,0,1941.686569
529007327,529007327,,0,0,0,0,181.65382
94621855,94621855,,0,0,0,0,101.305696
83417972,83417972,,0,0,0,0,4757.11228
236184723,236184723,,0,0,0,0,303.017967
197504076,197504076,,0,0,0,0,7705.671998
86221475,86221475,,0,0,0,0,3233.324779
222411742,222411742,,0,0,0,0,13.929639
250178329,250178329,,0,0,0,0,35.801365
292598082,292598082,,0,0,0,0,430.306833
145845459,145845459,,0,0,0,0,51.781641
29911100,29911100,,0,0,0,0,291.495988
294752666,294752666,,0,0,0,0,309.781146
27077521,27077521,,0,0,0,0,912.900171
163238842,163238842,,0,0,0,0,343.641341
133055665,133055665,,0,0,0,0,3746.760964
238201669,238201669,,0,0,0,0,272.869259
260769396,260769396,,0,0,0,0,20.255013
288485704,288485704,,0,0,0,0,17954.747832
229425177,229425177,,0,0,0,0,795.157017
252770012,252770012,,0,0,0,0,674.975494
121533789,121533789,,0,0,0,0,730.607346
203338499,203338499,,0,0,0,0,4028.295239
213777144,213777144,,0,0,0,0,824.907417
46209291,46209291,,0,0,0,0,5419.752782
46831674,46831674,,0,0,0,0,69.997458
18951737,18951737,,0,0,0,0,2291.804227
239144776,239144776,,0,0,0,0,1051.169526
8163442,8163442,,0,0,0,0,2148.346578
28019653,28019653,,0,0,0,0,5.362318
447688115,447688115,,0,0,0,0,794.541865
16503181,16503181,,0,0,0,0,18.413225
109740608,109740608,,0,0,0,0,82.613739
116036694,116036694,,0,0,0,0,15324.80445
179138862,179138862,,0,0,0,0,297.564574
276706356,276706356,,0,0,0,0,2677.526947
236143101,236143101,,0,0,0,0,4713.558384
333161611,333161611,,0,0,0,0,13.7479
19358562,19358562,,0,0,0,0,9567.609935
226165839,226165839,,0,0,0,0,41.926034
33612973,33612973,,0,0,0,0,2891.182954
37270037,37270037,,0,0,0,0,105.730084
49104918,49104918,,0,0,0,0,240.278062
83032174,83032174,,0,0,0,0,29.560355
55033682,55033682,,0,0,0,0,13116.561608
170460311,170460311,,0,0,0,0,270.833035
152388029,152388029,,0,0,0,0,48.311137
112939321,112939321,,0,0,0,0,1153.867267
265077741,265077741,,0,0,0,0,43.090805
261447035,261447035,,0,0,0,0,3.616469
120599128,120599128,,0,0,0,0,874.885284
186212304,186212304,,0,0,0,0,1344.325317
57828817,57828817,,0,0,0,0,9.835968
250340951,250340951,,0,0,0,0,20.069277
59588845,59588845,,0,0,0,0,83.679525
2367911,2367911,,0,0,0,0,725652.514765
74107696,74107696,,0,0,0,0,66.75956
477094958,477094958,,0,0,0,0,0.815877
233248636,233248636,,0,0,0,0,113.112635
86799233,86799233,,0,0,0,0,451.993305
17627996,17627996,,0,0,0,0,3.67639
30971165,30971165,,0,0,0,0,236.035901
271602109,271602109,,0,0,0,0,122.364619
81446304,81446304,,0,0,0,0,1.68191
282206645,282206645,,0,0,0,0,6.07279
31317273,31317273,,0,0,0,0,4.082815
204140367,204140367,,0,0,0,0,1736.840859
189875309,189875309,,0,0,0,0,358.659718
170167167,170167167,,0,0,0,0,20.144436
45333725,45333725,,0,0,0,0,7.74534
222090651,222090651,,0,0,0,0,33.064651
93224416,93224416,,0,0,0,0,22.564065
355823615,355823615,,0,0,0,0,83.774114
309782398,309782398,,0,0,0,0,3.115708
253091523,253091523,,0,0,0,0,360.930693
349413327,349413327,,0,0,0,0,127.434774
375317198,375317198,,0,0,0,0,20.836602
31246395,31246395,,0,0,0,0,6.550974
200884513,200884513,,0,0,0,0,0.18075
312284236,312284236,,0,0,0,0,3.206053
260705759,260705759,,0,0,0,0,1.567386
43640117,43640117,,0,0,0,0,109.441617
236026868,236026868,,0,0,0,0,22.811257
95260836,95260836,,0,0,0,0,2157.670985
63941463,63941463,,0,0,0,0,0.102743
83155222,83155222,,0,0,0,0,788.115493
451493376,451493376,,0,0,0,0,0
73738774,73738774,,0,0,0,0,511.426659
100052945,100052945,,0,0,0,0,0.838679
21272026,21272026,,0,0,0,0,930.717404
33806113,33806113,,0,0,0,0,4.880489
9695312,9695312,,0,0,0,0,29.200025
272173354,272173354,,0,0,0,0,4.141311
41472982,41472982,,0,0,0,0,23.894275
287915525,287915525,,0,0,0,0,8.45658
105259389,105259389,,0,0,0,0,0.502318
31457243,31457243,,0,0,0,0,315.545571
102765423,102765423,,0,0,0,0,10.747493
273149543,273149543,,0,0,0,0,3.035079
53222305,53222305,,0,0,0,0,317.785466
215787132,215787132,,0,0,0,0,290.732119
375228586,375228586,,0,0,0,0,0
72680406,72680406,,0,0,0,0,0
11259362,11259362,,0,0,0,0,265.471754
16216637,16216637,,0,0,0,0,15.925681
767809,767809,,0,0,0,0,0
30690708,30690708,,0,0,0,0,0.618077
5992502,5992502,,0,0,0,0,110.427363
17859804,17859804,,0,0,0,0,6.931284
83876527,83876527,,0,0,0,0,2.830821
19681661,19681661,,0,0,0,0,0.01814
15465769,15465769,,0,0,0,0,2.315758
22689667,22689667,,0,0,0,0,0.019114
195409031,195409031,,0,0,0,0,0.133286
57261575,57261575,,0,0,0,0,0.177715
4126501,4126501,,0,0,0,0,81.617994
22558481,22558481,,0,0,0,0,31.814667
18109441,18109441,,0,0,0,0,114.090312
60607157,60607157,,0,0,0,0,0
25615305,25615305,,0,0,0,0,204.53215
16877939,16877939,,0,0,0,0,9.271756
21734241,21734241,,0,0,0,0,100.176223
46073276,46073276,,0,0,0,0,238.809698
166002579,166002579,,0,0,0,0,0
6463042,6463042,,0,0,0,0,86.547806
96770886,96770886,,0,0,0,0,0.007912
7712232,7712232,,0,0,0,0,0
99211591,99211591,,0,0,0,0,55.029568
23930272,23930272,,0,0,0,0,18.463507
37977732,37977732,,0,0,0,0,125.415612
16858804,16858804,,0,0,0,0,0
44436825,44436825,,0,0,0,0,80.230957
28359405,28359405,,0,0,0,0,0.177715
9973842,9973842,,0,0,0,0,193.078732
451331227,451331227,,0,0,0,0,0
55113,55113,,0,0,0,0,10.671791
124746917,124746917,,0,0,0,0,161.100438
41048052,41048052,,0,0,0,0,84.430138
14677919,14677919,,0,0,0,0,19947.536266
203827751,203827751,,0,0,0,0,164.120063
10075442,10075442,,0,0,0,0,6.765764
17342842,17342842,,0,0,0,0,73.237151
17477343,17477343,,0,0,0,0,19.412814
56318573,56318573,,0,0,0,0,85.56214
111615736,111615736,,0,0,0,0,58.843243
83529586,83529586,,0,0,0,0,0
9503302,9503302,,0,0,0,0,1.441909
5533902,5533902,,0,0,0,0,1.979323
14551276,14551276,,0,0,0,0,1148.624276
17870886,17870886,,0,0,0,0,204.686954
98976495,98976495,,0,0,0,0,0.510128
22200888,22200888,,0,0,0,0,34.884964
88974843,88974843,,0,0,0,0,23.102541
16967011,16967011,,0,0,0,0,4.913408
171145913,171145913,,0,0,0,0,171.04745
163937752,163937752,,0,0,0,0,56.027382
21742517,21742517,,0,0,0,0,30.460087
113415132,113415132,,0,0,0,0,0
79797834,79797834,,0,0,0,0,21550.387892
18758940,18758940,,0,0,0,0,0.040889
138549366,138549366,,0,0,0,0,0
19230869,19230869,,0,0,0,0,0.044429
84111527,84111527,,0,0,0,0,0
50944856,50944856,,0,0,0,0,0
117998529,117998529,,0,0,0,0,140.804863
23150071,23150071,,0,0,0,0,95.877957
14169740,14169740,,0,0,0,0,97.830539
38718720,38718720,,0,0,0,0,217.401707
93906304,93906304,,0,0,0,0,173.01954
6127252,6127252,,0,0,0,0,9.034845
20757640,20757640,,0,0,0,0,2.875361
17902348,17902348,,0,0,0,0,4.376719
59557446,59557446,,0,0,0,0,22.233266
27703441,27703441,,0,0,0,0,0
23484510,23484510,,0,0,0,0,5.053057
792998,792998,,0,0,0,0,0
18344173,18344173,,0,0,0,0,0.107634
20583098,20583098,,0,0,0,0,4.767236
55019225,55019225,,0,0,0,0,0.001727
2705,2705,,0,0,0,0,11.807183
557196973,557196973,,0,0,0,0,0.128484
23483324,23483324,,0,0,0,0,23.837518
21074641,21074641,,0,0,0,0,185.243759
52073562,52073562,,0,0,0,0,0
30486243,30486243,,0,0,0,0,0.003899
174118650,174118650,,0,0,0,0,10.831983
25835874,25835874,,0,0,0,0,106
17293897,17293897,,0,0,0,0,2750.889247
349256925,349256925,,0,0,0,0,2.041218
258681133,258681133,,0,0,0,0,0
454423088,454423088,,0,0,0,0,0
22879382,22879382,,0,0,0,0,1.883388
155613846,155613846,,0,0,0,0,2.81888
35476618,35476618,,0,0,0,0,0
137355085,137355085,,0,0,0,0,0
30204310,30204310,,0,0,0,0,0
291476217,291476217,,0,0,0,0,0
236575672,236575672,,0,0,0,0,0
82030021,82030021,,0,0,0,0,2612.314164
17037417,17037417,,0,0,0,0,360.402196
28149277,28149277,,0,0,0,0,265.042128
111164068,111164068,,0,0,0,0,480.290369
29514951,29514951,,0,0,0,0,1198.021579
94918917,94918917,,0,0,0,0,802.731548
131601987,131601987,,0,0,0,0,424.645112
159629146,159629146,,0,0,0,0,1.559022
90722891,90722891,,0,0,0,0,0.489577
90779436,90779436,,0,0,0,0,86.630527
22784458,22784458,,0,0,0,0,1372.871475
191620115,191620115,,0,0,0,0,7.609533
15999863,15999863,,0,0,0,0,10.220359
146556805,146556805,,0,0,0,0,1.201504
118811608,118811608,,0,0,0,0,10.141979
95980722,95980722,,0,0,0,0,16.389757
104155395,104155395,,0,0,0,0,0.003976
51477206,51477206,,0,0,0,0,7.774221
101903164,101903164,,0,0,0,0,2.956966
14683518,14683518,,0,0,0,0,395.099154
34805698,34805698,,0,0,0,0,81.975753
176872879,176872879,,0,0,0,0,5.020888
28144741,28144741,,0,0,0,0,255.008628
37876253,37876253,,0,0,0,0,2.277285
293353298,293353298,,0,0,0,0,871.699534
239257866,239257866,,0,0,0,0,37.919002
14876672,14876672,,0,0,0,0,2909.685858
486930916,486930916,,0,0,0,0,245.750781
101859065,101859065,,0,0,0,0,657.35818
263907906,263907906,,0,0,0,0,0.001127
23152989,23152989,,0,0,0,0,1009.411766
345707398,345707398,,0,0,0,0,0
203623462,203623462,,0,0,0,0,0.411744
61065794,61065794,,0,0,0,0,9.389426
301695120,301695120,,0,0,0,0,2.47842
102364313,102364313,,0,0,0,0,247.714482
211670208,211670208,,0,0,0,0,5.122324
37008705,37008705,,0,0,0,0,10.391576
112819301,112819301,,0,0,0,0,7.047529
352035443,352035443,,0,0,0,0,0
250849104,250849104,,0,0,0,0,2.042682
19153742,19153742,,0,0,0,0,5.550501
161788974,161788974,,0,0,0,0,0.686006
147946019,147946019,,0,0,0,0,3.595121
54581743,54581743,,0,0,0,0,26.376248
235163686,235163686,,0,0,0,0,0.330755
22440364,22440364,,0,0,0,0,8.467772
54611487,54611487,,0,0,0,0,1174.75467
34507480,34507480,,0,0,0,0,470.973088
243836182,243836182,,0,0,0,0,0.585751
164422299,164422299,,0,0,0,0,0.379161
27772095,27772095,,0,0,0,0,10.115173
22592948,22592948,,0,0,0,0,9.468996
328158079,328158079,,0,0,0,0,3.093956
143838260,143838260,,0,0,0,0,11.328843
58309829,58309829,,0,0,0,0,3.352933
135268094,135268094,,0,0,0,0,371.29151
222802532,222802532,,0,0,0,0,163.1749
23375688,23375688,,0,0,0,0,5184.013447
25970331,25970331,,0,0,0,0,4515.513421
19383317,19383317,,0,0,0,0,102.26863
230505689,230505689,,0,0,0,0,0
100318079,100318079,,0,0,0,0,15919.45163
206416476,206416476,,0,0,0,0,2.030715
15460081,15460081,,0,0,0,0,22.505144
20271494,20271494,,0,0,0,0,0.794673
169504184,169504184,,0,0,0,0,10.920522
16824090,16824090,,0,0,0,0,39.403269
115525090,115525090,,0,0,0,0,6.243276
29654458,29654458,,0,0,0,0,17.337753
26649453,26649453,,0,0,0,0,0.289078
14425825,14425825,,0,0,0,0,5.869852
421412483,421412483,,0,0,0,0,0.840187
243227325,243227325,,0,0,0,0,0.519662
240944206,240944206,,0,0,0,0,0
63808966,63808966,,0,0,0,0,12.98322
16895295,16895295,,0,0,0,0,0.812412
243273954,243273954,,0,0,0,0,1.125493
226516599,226516599,,0,0,0,0,1.443605
163274846,163274846,,0,0,0,0,142.336414
111990504,111990504,,0,0,0,0,0.603448
408060505,408060505,,0,0,0,0,0
309765553,309765553,,0,0,0,0,127.675211
27090278,27090278,,0,0,0,0,5.473841
225488317,225488317,,0,0,0,0,0.303488
148081553,148081553,,0,0,0,0,6.02697
197090502,197090502,,0,0,0,0,0
69373005,69373005,,0,0,0,0,0.555746
48504743,48504743,,0,0,0,0,0.346937
302936475,302936475,,0,0,0,0,0
480595611,480595611,,0,0,0,0,0.684227
40968863,40968863,,0,0,0,0,172.459637
34270956,34270956,,0,0,0,0,1.646462
2883841,2883841,,0,0,0,0,18682.743104
325054079,325054079,,0,0,0,0,0
126470482,126470482,,0,0,0,0,0
181288376,181288376,,0,0,0,0,1.388476
250988604,250988604,,0,0,0,0,135.436035
171704225,171704225,,0,0,0,0,0.557102
158526208,158526208,,0,0,0,0,13.997758
192023970,192023970,,0,0,0,0,1.879228
339373057,339373057,,0,0,0,0,7.780296
193593048,193593048,,0,0,0,0,96.243074
176222605,176222605,,0,0,0,0,0
244719623,244719623,,0,0,0,0,0
335678635,335678635,,0,0,0,0,0
79817691,79817691,,0,0,0,0,0
109698612,109698612,,0,0,0,0,1.884721
208105146,208105146,,0,0,0,0,0.249548
25592034,25592034,,0,0,0,0,0
333011515,333011515,,0,0,0,0,106.867734
258490941,258490941,,0,0,0,0,13.014362
342221618,342221618,,0,0,0,0,0
32032000,32032000,,0,0,0,0,55.255514
19507713,19507713,,0,0,0,0,108.210017
16583672,16583672,,0,0,0,0,136.099247
35918787,35918787,,0,0,0,0,3.302807
20803125,20803125,,0,0,0,0,0.910943
311776211,311776211,,0,0,0,0,0
16079941,16079941,,0,0,0,0,2.53102
7861312,7861312,,0,0,0,0,34501.883113
7860742,7860742,,0,0,0,0,14398.557426
9955652,9955652,,0,0,0,0,1.210309
462541005,462541005,,0,0,0,0,3.700009
20747741,20747741,,0,0,0,0,410.645117
17047105,17047105,,0,0,0,0,132.391384
23559552,23559552,,0,0,0,0,3.740064
20106852,20106852,,0,0,0,0,778.583272
51246108,51246108,,0,0,0,0,0.230314
20637608,20637608,,0,0,0,0,32.232024
434725454,434725454,,0,0,0,0,0.144665
18927441,18927441,,0,0,0,0,4558.659036
18666844,18666844,,0,0,0,0,2899.67658
15666380,15666380,,0,0,0,0,6136.574723
365014160,365014160,,0,0,0,0,0.215996
21158690,21158690,,0,0,0,0,2185.967018
15271920,15271920,,0,0,0,0,56.992612
16786977,16786977,,0,0,0,0,1654.935731
373018050,373018050,,0,0,0,0,31.101215
369586333,369586333,,0,0,0,0,0.513232
96747353,96747353,,0,0,0,0,128.847078
16799897,16799897,,0,0,0,0,3153.648618
51162310,51162310,,0,0,0,0,135.32857
18130749,18130749,,0,0,0,0,35.440655
317846921,317846921,,0,0,0,0,3.800608
130897520,130897520,,0,0,0,0,6.941515
363426409,363426409,,0,0,0,0,87.115325
438460947,438460947,,0,0,0,0,1.135669
58714972,58714972,,0,0,0,0,200.500855
16663695,16663695,,0,0,0,0,0
47799910,47799910,,0,0,0,0,144.476356
31808762,31808762,,0,0,0,0,940.867138
14888584,14888584,,0,0,0,0,27.025967
315338495,315338495,,0,0,0,0,131.750071
352226153,352226153,,0,0,0,0,110.364159
300599613,300599613,,0,0,0,0,2.912071
16909832,16909832,,0,0,0,0,147.967217
167744987,167744987,,0,0,0,0,5.515612
362286999,362286999,,0,0,0,0,12.622566
126099878,126099878,,0,0,0,0,5.61875
422066630,422066630,,0,0,0,0,1.135999
191638793,191638793,,0,0,0,0,15.370121
16038438,16038438,,0,0,0,0,290.747325
390811153,390811153,,0,0,0,0,0
794186,794186,,0,0,0,0,4.203051
394216985,394216985,,0,0,0,0,0.095286
17105214,17105214,,0,0,0,0,2157.724726
126042901,126042901,,0,0,0,0,462.472763
7384432,7384432,,0,0,0,0,258.628152
95820486,95820486,,0,0,0,0,1.696042
62050341,62050341,,0,0,0,0,50.625997
15343773,15343773,,0,0,0,0,71.19056
19049747,19049747,,0,0,0,0,16.151364
167010482,167010482,,0,0,0,0,10.684901
60101131,60101131,,0,0,0,0,103.186905
299715714,299715714,,0,0,0,0,10.311095
7079062,7079062,,0,0,0,0,3072.255898
88501703,88501703,,0,0,0,0,58.169234
18069427,18069427,,0,0,0,0,1061.975936
405323682,405323682,,0,0,0,0,4.938665
404376053,404376053,,0,0,0,0,0.214225
193059216,193059216,,0,0,0,0,0.025894
20747847,20747847,,0,0,0,0,939.7639
7377812,7377812,,0,0,0,0,1743.077597
172959279,172959279,,0,0,0,0,323.668856
15439395,15439395,,0,0,0,0,16855.583297
14824849,14824849,,0,0,0,0,30070.256844
110481357,110481357,,0,0,0,0,0.087438
212018296,212018296,,0,0,0,0,472.214397
15661871,15661871,,0,0,0,0,5458.890254
17092862,17092862,,0,0,0,0,366.265057
224809136,224809136,,0,0,0,0,3.685918
223247584,223247584,,0,0,0,0,10.367173
14111650,14111650,,0,0,0,0,50.122589
14589257,14589257,,0,0,0,0,660.083242
310087940,310087940,,0,0,0,0,149.625851
18501326,18501326,,0,0,0,0,74.780424
243058696,243058696,,0,0,0,0,123.294967
18781900,18781900,,0,0,0,0,15.870237
306472866,306472866,,0,0,0,0,124.296408
344334227,344334227,,0,0,0,0,5.833426
7453822,7453822,,0,0,0,0,137.650447
357268791,357268791,,0,0,0,0,2.227409
8207762,8207762,,0,0,0,0,2.519275
308324295,308324295,,0,0,0,0,1.593303
16894839,16894839,,0,0,0,0,1013.639117
280725732,280725732,,0,0,0,0,102.423393
26841335,26841335,,0,0,0,0,33.693862
16218063,16218063,,0,0,0,0,5.724224
467658266,467658266,,0,0,0,0,0.418445
8715652,8715652,,0,0,0,0,0
116511302,116511302,,0,0,0,0,18.6482
33087222,33087222,,0,0,0,0,10.272714
40791597,40791597,,0,0,0,0,0
17158189,17158189,,0,0,0,0,2.180718
18445879,18445879,,0,0,0,0,0.184622
19415126,19415126,,0,0,0,0,0
25495625,25495625,,0,0,0,0,0.595449
4893411,4893411,,0,0,0,0,332.42107
7081402,7081402,,0,0,0,0,10296.647575
143244854,143244854,,0,0,0,0,179.432553
23691649,23691649,,0,0,0,0,196.564602
337131276,337131276,,0,0,0,0,7.314711
127569781,127569781,,0,0,0,0,151.239219
20661527,20661527,,0,0,0,0,2317.53067
14464369,14464369,,0,0,0,0,4378.800039
14424667,14424667,,0,0,0,0,2242.198114
15643370,15643370,,0,0,0,0,86.209414
22643137,22643137,,0,0,0,0,0.337153
46241448,46241448,,0,0,0,0,16.470984
22857385,22857385,,0,0,0,0,14.129631
16150457,16150457,,0,0,0,0,6.519744
15913,15913,,0,0,0,0,14284.815934
28521141,28521141,,0,0,0,0,926.310578
18602163,18602163,,0,0,0,0,0.461417
43662236,43662236,,0,0,0,0,37.160085
40340464,40340464,,0,0,0,0,46.27552
351671009,351671009,,0,0,0,0,188.699454
10350,10350,,0,0,0,0,6691.450662
24591819,24591819,,0,0,0,0,17.147811
59877557,59877557,,0,0,0,0,8.96405
179278975,179278975,,0,0,0,0,241.190177
15029953,15029953,,0,0,0,0,1722.223524
114563370,114563370,,0,0,0,0,173.160659
15575251,15575251,,0,0,0,0,366.598623
123678437,123678437,,0,0,0,0,0.213622
18849313,18849313,,0,0,0,0,488.857946
16908436,16908436,,0,0,0,0,4.303465
18488495,18488495,,0,0,0,0,8.28349
18125335,18125335,,0,0,0,0,624.715107
9199472,9199472,,0,0,0,0,541.045724
14311802,14311802,,0,0,0,0,1.630236
756379,756379,,0,0,0,0,16.835463
14412605,14412605,,0,0,0,0,0.716737
520027894,520027894,,0,0,0,0,0
15665127,15665127,,0,0,0,0,157.109732
1183041,1183041,,0,0,0,0,17861.141278
15758036,15758036,,0,0,0,0,16.152731
19521118,19521118,,0,0,0,0,0.193527
18444530,18444530,,0,0,0,0,8.542318
87759396,87759396,,0,0,0,0,2.03135
28202547,28202547,,0,0,0,0,447.326737
14165096,14165096,,0,0,0,0,3.149302
1065921,1065921,,0,0,0,0,3336.163238
20273398,20273398,,0,0,0,0,5528.259694
16626187,16626187,,0,0,0,0,904.607356
19489341,19489341,,0,0,0,0,104.771825
6572452,6572452,,0,0,0,0,0.77759
43219574,43219574,,0,0,0,0,0
294430454,294430454,,0,0,0,0,306.036891
6068612,6068612,,0,0,0,0,184.925745
14326003,14326003,,0,0,0,0,0.03771
31067157,31067157,,0,0,0,0,2346.255287
769584,769584,,0,0,0,0,47.439574
33035636,33035636,,0,0,0,0,0.494305
121637129,121637129,,0,0,0,0,90.171948
34455805,34455805,,0,0,0,0,68.252537
468094034,468094034,,0,0,0,0,0.414281
23831909,23831909,,0,0,0,0,1.43011
14303746,14303746,,0,0,0,0,242.209137
21076522,21076522,,0,0,0,0,8.395515
16956955,16956955,,0,0,0,0,363.517378
358553967,358553967,,0,0,0,0,98.762938
274149738,274149738,,0,0,0,0,3.187326
50557241,50557241,,0,0,0,0,238.018848
333709376,333709376,,0,0,0,0,16.411593
66561957,66561957,,0,0,0,0,3615.540568
